username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2017/10/31 08:52;14;26;"Now that the first charges from Mueller's Russia probe have been revealed, have we turned a political corner? @amyewalter provides contextpic.twitter.com/ZFWu1MIt8n";;@amyewalter;;"925148386860265473";https://twitter.com/NewsHour/status/925148386860265473
;2017/10/31 08:46;16;30;"How are the White House and Capitol Hill treating the Mueller indictments/plea agreement news? @tamarakeithNPR joins @JudyWoodruff. #PBSNewspic.twitter.com/D4HyrEuwnf";;@tamarakeithNPR @JudyWoodruff;#PBSNewspic;"925147031835774976";https://twitter.com/NewsHour/status/925147031835774976
;2017/10/31 08:44;41;52;"WATCH: What's the truth behind stories about the infamous Russian dossier and the uranium deal? @WmBrangham puts the stories in context.pic.twitter.com/g39GzoQTjc";;@WmBrangham;;"925146343340781568";https://twitter.com/NewsHour/status/925146343340781568
;2017/10/31 08:39;476;347;"Carbon dioxide levels in Earth's atmosphere have surged to a record high. The UN warned it's the highest level recorded in 800,000 yearspic.twitter.com/qDlzB4uA87";;;;"925145077541777408";https://twitter.com/NewsHour/status/925145077541777408
;2017/10/31 08:37;10;20;"Kevin Spacey apologized for alleged sexual misconduct with a minor, after actor Anthony Rapp accused him of making a sexual advance in 1986pic.twitter.com/3YYCzR0NkR";;;;"925144618433257472";https://twitter.com/NewsHour/status/925144618433257472
;2017/10/31 08:31;55;107;"A federal court today barred the Trump administration from enforcing a ban on transgender individuals serving in the military. #PBSNewspic.twitter.com/9cXG6vVSTW";;;#PBSNewspic;"925143136443056133";https://twitter.com/NewsHour/status/925143136443056133
;2017/10/31 08:29;15;12;"Nearly 1.5 million homes and businesses across the Northeast are without power, after a severe storm barreled through the region. #PBSNewspic.twitter.com/MTx9IRqHkJ";;;#PBSNewspic;"925142682917376000";https://twitter.com/NewsHour/status/925142682917376000
;2017/10/31 08:27;25;33;"While asking where Mueller's Russia probe might go, it's important to also look at where we are now, says former DOJ official John Carlinpic.twitter.com/g2z4xUaDOF";;;;"925142069001064449";https://twitter.com/NewsHour/status/925142069001064449
;2017/10/31 08:17;60;87;"The plea agreement and indictments indicate "to me they've got a big problem at the White House, says fmr. fed. prosecutor Peter Zeidenbergpic.twitter.com/vrdRRPL4w1";;;;"925139669011927040";https://twitter.com/NewsHour/status/925139669011927040
;2017/10/31 08:02;36;75;""I think there are a lot of investigating avenues opening up today that we didn't know about before" — @johnson_carrie on Mueller indictmentspic.twitter.com/gcDWy852a4";;@johnson_carrie;;"925135809187012608";https://twitter.com/NewsHour/status/925135809187012608
;2017/10/31 07:57;19;17;"Between 6% and 13% of people who have been harassed at work file a formal complaint, according to @USEEOC. #NewsHourFactspic.twitter.com/9gL7YQDVcE";;@USEEOC;#NewsHourFactspic;"925134629698281472";https://twitter.com/NewsHour/status/925134629698281472
;2017/10/31 07:51;41;42;"WATCH: "What we experienced at ABC and in many newsrooms goes beyond just a physical attack," @Lara Setrakian tells @JudyWoodruffpic.twitter.com/5Ug2OAgY2Z";;@Lara @JudyWoodruffpic;;"925133207086993408";https://twitter.com/NewsHour/status/925133207086993408
;2017/10/31 07:48;38;33;"#Periscope: @Lara Setrakian talks to @JudyWoodruff about the time she says Mark Halperin sexually harassed herhttps://www.periscope.tv/w/1LyxBRVNbOpxN ";;@Lara @JudyWoodruff;#Periscope;"925132323166867456";https://twitter.com/NewsHour/status/925132323166867456
;2017/10/31 07:26;52;51;"WATCH: "I tried to forget. It was embarrassing," @Lara Setrakian, who has accused Mark Halperin of sexual harassment, tells @JudyWoodruff.pic.twitter.com/W3XRTYkKE9";;@Lara @JudyWoodruff;;"925126714241503232";https://twitter.com/NewsHour/status/925126714241503232
;2017/10/31 07:13;39;60;"Paul Manafort and others were charged today as part Special Counsel Robert Mueller's probe into Moscow's meddling in 2016. From @LisaDNewspic.twitter.com/ZwaSEh0RLv";;@LisaDNewspic;;"925123505263321088";https://twitter.com/NewsHour/status/925123505263321088
;2017/10/31 05:30;16;14;"TONIGHT — a NewsHour exclusive: @JudyWoodruff interviews @Lara Setrakian, who has accused journalist Mark Halperin of sexual harassment";;@JudyWoodruff @Lara;;"925097477551902720";https://twitter.com/NewsHour/status/925097477551902720
;2017/10/31 05:00;17;23;"A lot happened in the Russia investigation today. Here’s what you need to know, from @DanielBushhttp://to.pbs.org/2iJWA7v ";;@DanielBushhttp;;"925089940358103040";https://twitter.com/NewsHour/status/925089940358103040
;2017/10/31 04:30;7;7;"TONIGHT: @JudyWoodruff interviews @Lara Setrakian, an accuser of journalist Mark Halperin, in an exclusive on-camera interview";;@JudyWoodruff @Lara;;"925082378351075328";https://twitter.com/NewsHour/status/925082378351075328
;2017/10/31 04:15;11;9;"National Park Service drops funding for Black Panther Party project.http://to.pbs.org/2zU3NFg ";;;;"925078602500096003";https://twitter.com/NewsHour/status/925078602500096003
;2017/10/31 04:12;29;35;"WATCH on #Periscope: Paul Manafort's attorney speaks to reporters outside the U.S. District Court in Washington, DChttps://www.periscope.tv/w/1RDGlnBvbMzxL ";;;#Periscope;"925077860888600577";https://twitter.com/NewsHour/status/925077860888600577
;2017/10/31 03:30;25;27;"TONIGHT—a NewsHour exclusive: @JudyWoodruff interviews Lara Setrakian, 1 of several women who has accused Mark Halperin of sexual harassment";;@JudyWoodruff;;"925067363325706241";https://twitter.com/NewsHour/status/925067363325706241
;2017/10/31 03:17;19;28;"NEWS ALERT from @AP: Ex-Trump campaign chair Paul Manafort and his business associate, Rick Gates, plead not guilty to all charges.";;@AP;;"925064101608468481";https://twitter.com/NewsHour/status/925064101608468481
;2017/10/31 03:00;18;5;"AP sources: Education Dept. could scale back help on loanshttp://to.pbs.org/2ygqnMc ";;;;"925059747983769600";https://twitter.com/NewsHour/status/925059747983769600
